,year,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,A_MEDIAN,A_MEAN
77,2016,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",detailed,297600,63300,67420
78,2016,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,289550,63670,65040
79,2016,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,274420,63680,64990
80,2016,13-1032,"Insurance Appraisers, Auto Damage",detailed,15130,63510,65930
81,2016,13-1040,Compliance Officers,broad,273910,66540,70250
82,2016,13-1041,Compliance Officers,detailed,273910,66540,70250
83,2016,13-1050,Cost Estimators,broad,214610,61790,66620
84,2016,13-1051,Cost Estimators,detailed,214610,61790,66620
85,2016,13-1070,Human Resources Workers,broad,605040,59440,64780
86,2016,13-1071,Human Resources Specialists,detailed,524800,59180,64890
87,2016,13-1074,Farm Labor Contractors,detailed,810,35160,47290
88,2016,13-1075,Labor Relations Specialists,detailed,79430,62310,64250
89,2016,13-1080,Logisticians,broad,146060,74170,77810
90,2016,13-1081,Logisticians,detailed,146060,74170,77810
91,2016,13-1110,Management Analysts,broad,637690,81330,91910
92,2016,13-1111,Management Analysts,detailed,637690,81330,91910
93,2016,13-1120,"Meeting, Convention, and Event Planners",broad,95850,47350,52020
94,2016,13-1121,"Meeting, Convention, and Event Planners",detailed,95850,47350,52020
95,2016,13-1130,Fundraisers,broad,68910,54130,57930
96,2016,13-1131,Fundraisers,detailed,68910,54130,57930
97,2016,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,79190,62080,66490
98,2016,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,79190,62080,66490
99,2016,13-1150,Training and Development Specialists,broad,269710,59020,63350
100,2016,13-1151,Training and Development Specialists,detailed,269710,59020,63350
101,2016,13-1160,Market Research Analysts and Marketing Specialists,broad,558630,62560,70620
102,2016,13-1161,Market Research Analysts and Marketing Specialists,detailed,558630,62560,70620
103,2016,13-1190,Miscellaneous Business Operations Specialists,broad,958670,69040,74870
104,2016,13-1199,"Business Operations Specialists, All Other",detailed,958670,69040,74870
105,2016,13-2000,Financial Specialists,minor,2651370,68780,80700
106,2016,13-2010,Accountants and Auditors,broad,1246540,68150,76730
107,2016,13-2011,Accountants and Auditors,detailed,1246540,68150,76730
108,2016,13-2020,Appraisers and Assessors of Real Estate,broad,60770,51850,58030
109,2016,13-2021,Appraisers and Assessors of Real Estate,detailed,60770,51850,58030
110,2016,13-2030,Budget Analysts,broad,54700,73840,77170
111,2016,13-2031,Budget Analysts,detailed,54700,73840,77170
112,2016,13-2040,Credit Analysts,broad,72930,69930,81160
113,2016,13-2041,Credit Analysts,detailed,72930,69930,81160
114,2016,13-2050,Financial Analysts and Advisors,broad,575110,80940,103050
115,2016,13-2051,Financial Analysts,detailed,281610,81760,97640
116,2016,13-2052,Personal Financial Advisors,detailed,201850,90530,123100
117,2016,13-2053,Insurance Underwriters,detailed,91650,67680,75480
118,2016,13-2060,Financial Examiners,broad,49750,79280,88940
119,2016,13-2061,Financial Examiners,detailed,49750,79280,88940
120,2016,13-2070,Credit Counselors and Loan Officers,broad,339800,61030,73570
121,2016,13-2071,Credit Counselors,detailed,34110,44380,49480
122,2016,13-2072,Loan Officers,detailed,305700,63650,76260
123,2016,13-2080,"Tax Examiners, Collectors and Preparers, and Revenue Agents",broad,128480,45300,51080
124,2016,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,58450,52060,57950
125,2016,13-2082,Tax Preparers,detailed,70030,36550,45340
126,2016,13-2090,Miscellaneous Financial Specialists,broad,123270,69470,76230
127,2016,13-2099,"Financial Specialists, All Other",detailed,123270,69470,76230
128,2016,15-0000,Computer and Mathematical Occupations,major,4165140,82830,87880
129,2016,15-1100,Computer Occupations,minor,3997370,82860,87870
130,2016,15-1110,Computer and Information Research Scientists,broad,26580,111840,116320
131,2016,15-1111,Computer and Information Research Scientists,detailed,26580,111840,116320
132,2016,15-1120,Computer and Information Analysts,broad,665830,87960,92260
133,2016,15-1121,Computer Systems Analysts,detailed,568960,87220,91620
134,2016,15-1122,Information Security Analysts,detailed,96870,92600,96040
135,2016,15-1130,Software Developers and Programmers,broad,1604570,95830,100080
136,2016,15-1131,Computer Programmers,detailed,271200,79840,85180
137,2016,15-1132,"Software Developers, Applications",detailed,794000,100080,104300
138,2016,15-1133,"Software Developers, Systems Software",detailed,409820,106860,110590
139,2016,15-1134,Web Developers,detailed,129540,66130,72150
140,2016,15-1140,Database and Systems Administrators and Network Architects,broad,647610,84970,89750
141,2016,15-1141,Database Administrators,detailed,113730,84950,87130
142,2016,15-1142,Network and Computer Systems Administrators,detailed,376820,79700,84500
143,2016,15-1143,Computer Network Architects,detailed,157070,101210,104240
144,2016,15-1150,Computer Support Specialists,broad,791580,52160,56600
145,2016,15-1151,Computer User Support Specialists,detailed,602840,49390,53100
146,2016,15-1152,Computer Network Support Specialists,detailed,188740,62670,67770
147,2016,15-1190,Miscellaneous Computer Occupations,broad,261210,86510,88880
148,2016,15-1199,"Computer Occupations, All Other",detailed,261210,86510,88880
149,2016,15-2000,Mathematical Science Occupations,minor,167770,81750,88230
150,2016,15-2010,Actuaries,broad,19940,100610,114120
151,2016,15-2011,Actuaries,detailed,19940,100610,114120
152,2016,15-2020,Mathematicians,broad,2730,105810,105600
153,2016,15-2021,Mathematicians,detailed,2730,105810,105600
154,2016,15-2030,Operations Research Analysts,broad,109150,79200,84340
155,2016,15-2031,Operations Research Analysts,detailed,109150,79200,84340
156,2016,15-2040,Statisticians,broad,33440,80500,85160
157,2016,15-2041,Statisticians,detailed,33440,80500,85160
158,2016,15-2090,Miscellaneous Mathematical Science Occupations,broad,2510,60290,73700
159,2016,15-2091,Mathematical Technicians,detailed,510,49660,58490
160,2016,15-2099,"Mathematical Science Occupations, All Other",detailed,2000,65050,77550
161,2016,17-0000,Architecture and Engineering Occupations,major,2499050,77900,84300
162,2016,17-1000,"Architects, Surveyors, and Cartographers",minor,174720,70010,76260
163,2016,17-1010,"Architects, Except Naval",broad,119280,74850,81920
164,2016,17-1011,"Architects, Except Landscape and Naval",detailed,99860,76930,84470
165,2016,17-1012,Landscape Architects,detailed,19420,63480,68820
166,2016,17-1020,"Surveyors, Cartographers, and Photogrammetrists",broad,55440,60200,64070
167,2016,17-1021,Cartographers and Photogrammetrists,detailed,12100,62750,66160
168,2016,17-1022,Surveyors,detailed,43340,59390,63480
169,2016,17-2000,Engineers,minor,1635420,91010,96440
170,2016,17-2010,Aerospace Engineers,broad,68510,109650,112010
171,2016,17-2011,Aerospace Engineers,detailed,68510,109650,112010
172,2016,17-2020,Agricultural Engineers,broad,1980,73640,77330
173,2016,17-2021,Agricultural Engineers,detailed,1980,73640,77330
174,2016,17-2030,Biomedical Engineers,broad,20590,85620,89970
175,2016,17-2031,Biomedical Engineers,detailed,20590,85620,89970
176,2016,17-2040,Chemical Engineers,broad,31990,98340,105420
177,2016,17-2041,Chemical Engineers,detailed,31990,98340,105420
178,2016,17-2050,Civil Engineers,broad,287800,83540,89730
179,2016,17-2051,Civil Engineers,detailed,287800,83540,89730
180,2016,17-2060,Computer Hardware Engineers,broad,72950,115080,118700
181,2016,17-2061,Computer Hardware Engineers,detailed,72950,115080,118700
182,2016,17-2070,Electrical and Electronics Engineers,broad,315870,96270,100770
183,2016,17-2071,Electrical Engineers,detailed,183770,94210,98620
184,2016,17-2072,"Electronics Engineers, Except Computer",detailed,132100,99210,103760
185,2016,17-2080,Environmental Engineers,broad,52280,84890,88530
186,2016,17-2081,Environmental Engineers,detailed,52280,84890,88530
187,2016,17-2110,"Industrial Engineers, Including Health and Safety",broad,281950,84510,88680
188,2016,17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",detailed,25410,86720,90190
189,2016,17-2112,Industrial Engineers,detailed,256550,84310,88530
190,2016,17-2120,Marine Engineers and Naval Architects,broad,8120,93350,99860
191,2016,17-2121,Marine Engineers and Naval Architects,detailed,8120,93350,99860
192,2016,17-2130,Materials Engineers,broad,26800,93310,97050
193,2016,17-2131,Materials Engineers,detailed,26800,93310,97050
194,2016,17-2140,Mechanical Engineers,broad,285790,84190,89800
195,2016,17-2141,Mechanical Engineers,detailed,285790,84190,89800
196,2016,17-2150,"Mining and Geological Engineers, Including Mining Safety Engineers",broad,6940,93720,103010
197,2016,17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",detailed,6940,93720,103010
198,2016,17-2160,Nuclear Engineers,broad,17680,102220,105950
199,2016,17-2161,Nuclear Engineers,detailed,17680,102220,105950
200,2016,17-2170,Petroleum Engineers,broad,32780,128230,147030
201,2016,17-2171,Petroleum Engineers,detailed,32780,128230,147030
202,2016,17-2190,Miscellaneous Engineers,broad,123390,97300,99250
203,2016,17-2199,"Engineers, All Other",detailed,123390,97300,99250
204,2016,17-3000,"Drafters, Engineering Technicians, and Mapping Technicians",minor,688900,54940,57530
205,2016,17-3010,Drafters,broad,202710,53480,56500
206,2016,17-3011,Architectural and Civil Drafters,detailed,96810,51640,54290
207,2016,17-3012,Electrical and Electronics Drafters,detailed,26750,59970,63390
208,2016,17-3013,Mechanical Drafters,detailed,63630,54480,57480
209,2016,17-3019,"Drafters, All Other",detailed,15530,50470,54410
210,2016,17-3020,"Engineering Technicians, Except Drafters",broad,432270,57310,59510
211,2016,17-3021,Aerospace Engineering and Operations Technicians,detailed,11970,68020,71070
212,2016,17-3022,Civil Engineering Technicians,detailed,72150,49980,52120
213,2016,17-3023,Electrical and Electronics Engineering Technicians,detailed,134870,62190,62950
214,2016,17-3024,Electro-Mechanical Technicians,detailed,13710,55610,57860
215,2016,17-3025,Environmental Engineering Technicians,detailed,16550,49170,52500
216,2016,17-3026,Industrial Engineering Technicians,detailed,63220,53330,56920
217,2016,17-3027,Mechanical Engineering Technicians,detailed,45510,54480,57180
218,2016,17-3029,"Engineering Technicians, Except Drafters, All Other",detailed,74290,62330,64050
219,2016,17-3030,Surveying and Mapping Technicians,broad,53920,42450,45490
220,2016,17-3031,Surveying and Mapping Technicians,detailed,53920,42450,45490
221,2016,19-0000,"Life, Physical, and Social Science Occupations",major,1152840,63340,72930
222,2016,19-1000,Life Scientists,minor,286390,71950,83080
223,2016,19-1010,Agricultural and Food Scientists,broad,31350,62920,70470
224,2016,19-1011,Animal Scientists,detailed,2470,60330,72890
225,2016,19-1012,Food Scientists and Technologists,detailed,14200,63950,71270
226,2016,19-1013,Soil and Plant Scientists,detailed,14690,62300,69290
227,2016,19-1020,Biological Scientists,broad,103690,71890,80060
228,2016,19-1021,Biochemists and Biophysicists,detailed,29200,82180,94340
229,2016,19-1022,Microbiologists,detailed,21670,66850,76850
230,2016,19-1023,Zoologists and Wildlife Biologists,detailed,17720,60520,64890
231,2016,19-1029,"Biological Scientists, All Other",detailed,35110,74790,77830
232,2016,19-1030,Conservation Scientists and Foresters,broad,28890,60610,63720
233,2016,19-1031,Conservation Scientists,detailed,20470,61810,65130
234,2016,19-1032,Foresters,detailed,8420,58700,60300
235,2016,19-1040,Medical Scientists,broad,114560,79730,94150
236,2016,19-1041,Epidemiologists,detailed,5690,70820,77720
237,2016,19-1042,"Medical Scientists, Except Epidemiologists",detailed,108870,80530,95000
238,2016,19-1090,Miscellaneous Life Scientists,broad,7890,73860,83150
239,2016,19-1099,"Life Scientists, All Other",detailed,7890,73860,83150
240,2016,19-2000,Physical Scientists,minor,262640,77790,87310
241,2016,19-2010,Astronomers and Physicists,broad,18510,114870,120650
242,2016,19-2011,Astronomers,detailed,1830,104740,110380
243,2016,19-2012,Physicists,detailed,16680,115870,121770
244,2016,19-2020,Atmospheric and Space Scientists,broad,9800,92460,94840
245,2016,19-2021,Atmospheric and Space Scientists,detailed,9800,92460,94840
246,2016,19-2030,Chemists and Materials Scientists,broad,94410,75420,82520
247,2016,19-2031,Chemists,detailed,86660,73740,80820
248,2016,19-2032,Materials Scientists,detailed,7750,99430,101570
249,2016,19-2040,Environmental Scientists and Geoscientists,broad,120970,73320,83600
250,2016,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,84250,68910,75360
251,2016,19-2042,"Geoscientists, Except Hydrologists and Geographers",detailed,30420,89780,106390
252,2016,19-2043,Hydrologists,detailed,6300,80480,83740
253,2016,19-2090,Miscellaneous Physical Scientists,broad,18960,96070,98460
254,2016,19-2099,"Physical Scientists, All Other",detailed,18960,96070,98460
255,2016,19-3000,Social Scientists and Related Workers,minor,244820,75280,81380
256,2016,19-3010,Economists,broad,19380,101050,112860
257,2016,19-3011,Economists,detailed,19380,101050,112860
258,2016,19-3020,Survey Researchers,broad,11930,54470,59950
259,2016,19-3022,Survey Researchers,detailed,11930,54470,59950
260,2016,19-3030,Psychologists,broad,122310,75230,80640
261,2016,19-3031,"Clinical, Counseling, and School Psychologists",detailed,107980,73270,78690
262,2016,19-3032,Industrial-Organizational Psychologists,detailed,1020,82760,104570
263,2016,19-3039,"Psychologists, All Other",detailed,13310,95710,94650
264,2016,19-3040,Sociologists,broad,2870,79750,86840
265,2016,19-3041,Sociologists,detailed,2870,79750,86840
266,2016,19-3050,Urban and Regional Planners,broad,34810,70020,73060
267,2016,19-3051,Urban and Regional Planners,detailed,34810,70020,73060
268,2016,19-3090,Miscellaneous Social Scientists and Related Workers,broad,53530,77020,81570
269,2016,19-3091,Anthropologists and Archeologists,detailed,6470,63190,66440
270,2016,19-3092,Geographers,detailed,1370,74260,74090
271,2016,19-3093,Historians,detailed,2950,55110,60990
272,2016,19-3094,Political Scientists,detailed,6350,114290,112250
273,2016,19-3099,"Social Scientists and Related Workers, All Other",detailed,36380,77020,80860
274,2016,19-4000,"Life, Physical, and Social Science Technicians",minor,358980,44250,48550
275,2016,19-4010,Agricultural and Food Science Technicians,broad,20420,37550,40470
276,2016,19-4011,Agricultural and Food Science Technicians,detailed,20420,37550,40470
277,2016,19-4020,Biological Technicians,broad,74720,42520,46130
278,2016,19-4021,Biological Technicians,detailed,74720,42520,46130
279,2016,19-4030,Chemical Technicians,broad,65510,45840,49770
280,2016,19-4031,Chemical Technicians,detailed,65510,45840,49770
281,2016,19-4040,Geological and Petroleum Technicians,broad,15100,56470,62240
282,2016,19-4041,Geological and Petroleum Technicians,detailed,15100,56470,62240
283,2016,19-4050,Nuclear Technicians,broad,6840,79140,77820
284,2016,19-4051,Nuclear Technicians,detailed,6840,79140,77820
285,2016,19-4060,Social Science Research Assistants,broad,30030,43190,46820
286,2016,19-4061,Social Science Research Assistants,detailed,30030,43190,46820
287,2016,19-4090,"Miscellaneous Life, Physical, and Social Science Technicians",broad,146370,44190,47940
288,2016,19-4091,"Environmental Science and Protection Technicians, Including Health",detailed,32950,44190,47930
289,2016,19-4092,Forensic Science Technicians,detailed,14800,56750,60690
290,2016,19-4093,Forest and Conservation Technicians,detailed,30090,35560,38630
291,2016,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,68540,46040,49270
292,2016,21-0000,Community and Social Service Occupations,major,2019250,42990,47200
293,2016,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",minor,1941090,43020,47220
294,2016,21-1010,Counselors,broad,659890,45970,49740
295,2016,21-1011,Substance Abuse and Behavioral Disorder Counselors,detailed,91040,41070,44160
296,2016,21-1012,"Educational, Guidance, School, and Vocational Counselors",detailed,260670,54560,57620
297,2016,21-1013,Marriage and Family Therapists,detailed,36960,49170,54090
298,2016,21-1014,Mental Health Counselors,detailed,139820,42840,46050
299,2016,21-1015,Rehabilitation Counselors,detailed,103030,34670,38740
300,2016,21-1019,"Counselors, All Other",detailed,28380,44350,47640
301,2016,21-1020,Social Workers,broad,631730,46890,50710
302,2016,21-1021,"Child, Family, and School Social Workers",detailed,298840,43250,47510
303,2016,21-1022,Healthcare Social Workers,detailed,159310,53760,55510
304,2016,21-1023,Mental Health and Substance Abuse Social Workers,detailed,114040,42700,47880
305,2016,21-1029,"Social Workers, All Other",detailed,59540,60230,59410
306,2016,21-1090,Miscellaneous Community and Social Service Specialists,broad,649470,36970,41270
307,2016,21-1091,Health Educators,detailed,57570,53070,57900
308,2016,21-1092,Probation Officers and Correctional Treatment Specialists,detailed,87500,50160,55380
309,2016,21-1093,Social and Human Service Assistants,detailed,360650,31810,34120
310,2016,21-1094,Community Health Workers,detailed,51900,37330,41170
311,2016,21-1099,"Community and Social Service Specialists, All Other",detailed,91860,43120,45540
312,2016,21-2000,Religious Workers,minor,78160,42220,46630
313,2016,21-2010,Clergy,broad,49320,45740,49450
314,2016,21-2011,Clergy,detailed,49320,45740,49450
315,2016,21-2020,"Directors, Religious Activities and Education",broad,20590,38610,44840
316,2016,21-2021,"Directors, Religious Activities and Education",detailed,20590,38610,44840
317,2016,21-2090,Miscellaneous Religious Workers,broad,8250,28820,34300
318,2016,21-2099,"Religious Workers, All Other",detailed,8250,28820,34300
319,2016,23-0000,Legal Occupations,major,1075520,79650,105980
320,2016,23-1000,"Lawyers, Judges, and Related Workers",minor,680990,115050,135760
321,2016,23-1010,Lawyers and Judicial Law Clerks,broad,632940,116250,138190
322,2016,23-1011,Lawyers,detailed,619530,118160,139880
323,2016,23-1012,Judicial Law Clerks,detailed,13410,51760,59840
324,2016,23-1020,"Judges, Magistrates, and Other Judicial Workers",broad,48050,100960,103740
325,2016,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",detailed,14540,92110,95240
326,2016,23-1022,"Arbitrators, Mediators, and Conciliators",detailed,6300,59770,72730
327,2016,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,27210,125880,115460
328,2016,23-2000,Legal Support Workers,minor,394530,49560,54590
329,2016,23-2010,Paralegals and Legal Assistants,broad,277310,49500,53180
330,2016,23-2011,Paralegals and Legal Assistants,detailed,277310,49500,53180
331,2016,23-2090,Miscellaneous Legal Support Workers,broad,117220,49780,57940
332,2016,23-2091,Court Reporters,detailed,17700,51320,56940
333,2016,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,54560,45800,51490
334,2016,23-2099,"Legal Support Workers, All Other",detailed,44960,54650,66170
335,2016,25-0000,"Education, Training, and Library Occupations",major,8636430,48000,54520
336,2016,25-1000,Postsecondary Teachers,minor,1530010,66500,81880
337,2016,25-1010,"Business Teachers, Postsecondary",broad,83030,77490,96770
338,2016,25-1011,"Business Teachers, Postsecondary",detailed,83030,77490,96770
339,2016,25-1020,"Math and Computer Teachers, Postsecondary",broad,84560,72510,85350
340,2016,25-1021,"Computer Science Teachers, Postsecondary",detailed,32540,77570,89670
341,2016,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,52020,69520,82650
342,2016,25-1030,"Engineering and Architecture Teachers, Postsecondary",broad,45370,94720,105120
343,2016,25-1031,"Architecture Teachers, Postsecondary",detailed,7370,79250,92890
344,2016,25-1032,"Engineering Teachers, Postsecondary",detailed,38000,97530,107490
345,2016,25-1040,"Life Sciences Teachers, Postsecondary",broad,62920,79180,91440
346,2016,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,10340,91580,96630
347,2016,25-1042,"Biological Science Teachers, Postsecondary",detailed,50820,76650,90420
348,2016,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,1750,85880,90480
349,2016,25-1050,"Physical Sciences Teachers, Postsecondary",broad,51780,80510,92900
350,2016,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,10850,85410,95900
351,2016,25-1052,"Chemistry Teachers, Postsecondary",detailed,21250,76750,89320
352,2016,25-1053,"Environmental Science Teachers, Postsecondary",detailed,5520,78340,88880
353,2016,25-1054,"Physics Teachers, Postsecondary",detailed,14160,84570,97520
354,2016,25-1060,"Social Sciences Teachers, Postsecondary",broad,114230,76130,89150
355,2016,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,5700,81350,91940
356,2016,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,9060,73020,84590
357,2016,25-1063,"Economics Teachers, Postsecondary",detailed,13060,95770,111520
358,2016,25-1064,"Geography Teachers, Postsecondary",detailed,4140,76810,84660
359,2016,25-1065,"Political Science Teachers, Postsecondary",detailed,16720,79210,94090
360,2016,25-1066,"Psychology Teachers, Postsecondary",detailed,37640,73140,84440
361,2016,25-1067,"Sociology Teachers, Postsecondary",detailed,14580,71840,81600
362,2016,25-1069,"Social Sciences Teachers, Postsecondary, All Other",detailed,13320,70740,85950
363,2016,25-1070,"Health Teachers, Postsecondary",broad,242940,87900,113770
364,2016,25-1071,"Health Specialties Teachers, Postsecondary",detailed,186740,99360,125430
365,2016,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,56210,69130,75030
366,2016,25-1080,"Education and Library Science Teachers, Postsecondary",broad,63720,63040,70420
367,2016,25-1081,"Education Teachers, Postsecondary",detailed,58850,62520,70260
368,2016,25-1082,"Library Science Teachers, Postsecondary",detailed,4870,68410,72340
369,2016,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,42490,71490,94490
370,2016,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,14620,59590,67040
371,2016,25-1112,"Law Teachers, Postsecondary",detailed,16010,111210,134530
372,2016,25-1113,"Social Work Teachers, Postsecondary",detailed,11860,64030,74280
373,2016,25-1120,"Arts, Communications, and Humanities Teachers, Postsecondary",broad,272170,66630,77980
374,2016,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,99020,68650,81050
375,2016,25-1122,"Communications Teachers, Postsecondary",detailed,28180,65640,74360
376,2016,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,71270,63730,76140
377,2016,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,28720,63500,73750
378,2016,25-1125,"History Teachers, Postsecondary",detailed,21800,71820,80880
379,2016,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,23180,68360,77420
380,2016,25-1190,Miscellaneous Postsecondary Teachers,broad,466790,49060,58150
381,2016,25-1191,Graduate Teaching Assistants,detailed,135130,34240,35810
382,2016,25-1192,"Home Economics Teachers, Postsecondary",detailed,2970,69190,72790
383,2016,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,17390,59180,67870
384,2016,25-1194,"Vocational Education Teachers, Postsecondary",detailed,116430,50660,55730
385,2016,25-1199,"Postsecondary Teachers, All Other",detailed,194870,64400,73990
386,2016,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",minor,4133490,54720,57470
387,2016,25-2010,Preschool and Kindergarten Teachers,broad,536840,34010,39550
388,2016,25-2011,"Preschool Teachers, Except Special Education",detailed,385550,28790,33300
389,2016,25-2012,"Kindergarten Teachers, Except Special Education",detailed,151290,52620,55460
390,2016,25-2020,Elementary and Middle School Teachers,broad,2031700,56100,59270
391,2016,25-2021,"Elementary School Teachers, Except Special Education",detailed,1392660,55800,59020
392,2016,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,626310,56720,59800
393,2016,25-2023,"Career/Technical Education Teachers, Middle School",detailed,12730,57560,60350
394,2016,25-2030,Secondary School Teachers,broad,1083350,57980,61280
395,2016,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,1003250,58030,61420
396,2016,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,80100,57320,59480
397,2016,25-2050,Special Education Teachers,broad,481600,57630,61280
398,2016,25-2051,"Special Education Teachers, Preschool",detailed,28140,52460,56990
399,2016,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,190530,57040,60090
400,2016,25-2053,"Special Education Teachers, Middle School",detailed,90250,58560,61910
401,2016,25-2054,"Special Education Teachers, Secondary School",detailed,132490,59700,64020
402,2016,25-2059,"Special Education Teachers, All Other",detailed,40190,53860,59450
403,2016,25-3000,Other Teachers and Instructors,minor,1191570,31910,38560
404,2016,25-3010,Adult Basic and Secondary Education and Literacy Teachers and Instructors,broad,58810,50650,55140
405,2016,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,58810,50650,55140
406,2016,25-3020,Self-Enrichment Education Teachers,broad,229840,37330,43150
407,2016,25-3021,Self-Enrichment Education Teachers,detailed,229840,37330,43150
408,2016,25-3090,Miscellaneous Teachers and Instructors,broad,902910,30110,36310
409,2016,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,292950,39570,47570
410,2016,25-3098,Substitute Teachers,detailed,609960,28010,30900
411,2016,25-4000,"Librarians, Curators, and Archivists",minor,250660,46610,49700
412,2016,25-4010,"Archivists, Curators, and Museum Technicians",broad,27900,47230,52460
413,2016,25-4011,Archivists,detailed,5760,50500,54570
414,2016,25-4012,Curators,detailed,11170,53360,58910
415,2016,25-4013,Museum Technicians and Conservators,detailed,10970,40040,44780
416,2016,25-4020,Librarians,broad,129350,57680,59870
417,2016,25-4021,Librarians,detailed,129350,57680,59870
418,2016,25-4030,Library Technicians,broad,93410,32890,34780
419,2016,25-4031,Library Technicians,detailed,93410,32890,34780
420,2016,25-9000,"Other Education, Training, and Library Occupations",minor,1530700,27500,32420
421,2016,25-9010,Audio-Visual and Multimedia Collections Specialists,broad,10300,47840,50130
422,2016,25-9011,Audio-Visual and Multimedia Collections Specialists,detailed,10300,47840,50130
423,2016,25-9020,Farm and Home Management Advisors,broad,8620,49490,52150
424,2016,25-9021,Farm and Home Management Advisors,detailed,8620,49490,52150
425,2016,25-9030,Instructional Coordinators,broad,147330,62460,65500
426,2016,25-9031,Instructional Coordinators,detailed,147330,62460,65500
427,2016,25-9040,Teacher Assistants,broad,1263820,25410,27120
428,2016,25-9041,Teacher Assistants,detailed,1263820,25410,27120
429,2016,25-9090,"Miscellaneous Education, Training, and Library Workers",broad,100640,42600,46970
430,2016,25-9099,"Education, Training, and Library Workers, All Other",detailed,100640,42600,46970
431,2016,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,1902970,47190,58390
432,2016,27-1000,Art and Design Workers,minor,582550,44410,52660
433,2016,27-1010,Artists and Related Workers,broad,89620,70080,79530
434,2016,27-1011,Art Directors,detailed,36210,89820,101170
435,2016,27-1012,Craft Artists,detailed,5070,33440,38900
436,2016,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,11520,50790,57410
437,2016,27-1014,Multimedia Artists and Animators,detailed,29810,65300,72200
438,2016,27-1019,"Artists and Related Workers, All Other",detailed,7010,61360,64630
439,2016,27-1020,Designers,broad,492930,40800,47780
440,2016,27-1021,Commercial and Industrial Designers,detailed,31860,67790,70880
441,2016,27-1022,Fashion Designers,detailed,19230,65170,76480
442,2016,27-1023,Floral Designers,detailed,43990,25850,27610
443,2016,27-1024,Graphic Designers,detailed,210710,47640,52290
444,2016,27-1025,Interior Designers,detailed,53160,49810,56220
445,2016,27-1026,Merchandise Displayers and Window Trimmers,detailed,114690,26700,30090
446,2016,27-1027,Set and Exhibit Designers,detailed,12060,50990,57600
447,2016,27-1029,"Designers, All Other",detailed,7230,53380,63270
448,2016,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,509840,40870,60910
449,2016,27-2010,"Actors, Producers, and Directors",broad,163130,62850,90570
450,2016,27-2011,Actors,detailed,48620,*,*
451,2016,27-2012,Producers and Directors,detailed,114510,70950,93840
452,2016,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,259850,31440,42290
453,2016,27-2021,Athletes and Sports Competitors,detailed,10260,47710,83730
454,2016,27-2022,Coaches and Scouts,detailed,230930,31460,41000
455,2016,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,18660,25660,35540
456,2016,27-2030,Dancers and Choreographers,broad,15220,35060,43320
457,2016,27-2031,Dancers,detailed,10060,*,*
458,2016,27-2032,Choreographers,detailed,5160,48240,53610
459,2016,27-2040,"Musicians, Singers, and Related Workers",broad,58490,*,*
460,2016,27-2041,Music Directors and Composers,detailed,18380,50110,60630
